ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: 2017 PPP $,"2013","382.7",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: U.S. dollars,"2013","152.38",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: Local currency,"2014","1218",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: 2017 PPP $,"2014","341.51",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: U.S. dollars,"2014","102.47",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: Local currency,"2015","1378",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: 2017 PPP $,"2015","256.01",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: U.S. dollars,"2015","63.08",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: Local currency,"2016","1600",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: 2017 PPP $,"2016","260.04",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: U.S. dollars,"2016","62.62",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: Local currency,"2017","3200",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: 2017 PPP $,"2017","456.77",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: U.S. dollars,"2017","120.32",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: Local currency,"2018","3723",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: 2017 PPP $,"2018","490.66",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: U.S. dollars,"2018","136.87",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: Local currency,"2019","4173",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: U.S. dollars,"2019","161.46",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
Ukraine,Statutory nominal gross monthly minimum wage,UKR - ADM - Labour legislation,Currency: Local currency,"2020","4723",Currency: UKR - Hryvnia (UAH) | Type of minimum wage: Singular national minimum wage,
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2010","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2010","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2010","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2011","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2011","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2011","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2012","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2012","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2012","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2013","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2013","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2013","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2014","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2014","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2014","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2015","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2015","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2015","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2016","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2016","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2016","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2017","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2017","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2017","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2018","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2018","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2018","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2019","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2019","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2019","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: Local currency,"2020","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: 2017 PPP $,"2020","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
United States of America,Statutory nominal gross monthly minimum wage,USA - ADM - Labour legislation,Currency: U.S. dollars,"2020","1256.67",Currency: USA - United States dollar (USD),Repository: Eurostat | Data reference period: July
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2010","37680",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2011","49735",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: 2017 PPP $,"2011","78.82",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2012","62920",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: 2017 PPP $,"2012","85.65",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2013","79590",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: 2017 PPP $,"2013","92.68",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: U.S. dollars,"2013","37.99",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2014","96105",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: 2017 PPP $,"2014","98.19",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: U.S. dollars,"2014","41.59",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2015","118400",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: 2017 PPP $,"2015","105.15",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: U.S. dollars,"2015","46.11",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2016","130240",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: 2017 PPP $,"2016","101.35",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: U.S. dollars,"2016","43.92",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2017","149775",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: 2017 PPP $,"2017","98.44",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: U.S. dollars,"2017","29.29",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: Local currency,"2018","172240",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Uzbekistan,Statutory nominal gross monthly minimum wage,UZB - ADM - Labour legislation,Currency: U.S. dollars,"2018","21.34",Currency: UZB - Uzbekistani som (UZS) | Type of minimum wage: Singular national minimum wage | Central tendency measure: Minimum | Working time arrangement coverage: Full-time workers,Data reference period: January
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: Local currency,"2010","1224",Currency: VEN - Bolívar fuerte (VEF),Repository: ILO-AMERICAS
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: 2017 PPP $,"2010","508.26",Currency: VEN - Bolívar fuerte (VEF),Repository: ILO-AMERICAS
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: Local currency,"2011","1548",Currency: VEN - Bolívar fuerte (VEF),Repository: ILO-AMERICAS
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: 2017 PPP $,"2011","525.88",Currency: VEN - Bolívar fuerte (VEF),Repository: ILO-AMERICAS
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: Local currency,"2012","2048",Currency: VEN - Bolívar fuerte (VEF),Repository: ILO-AMERICAS
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: Local currency,"2013","2973",Currency: VEN - Bolívar fuerte (VEF),Repository: ILO-AMERICAS
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: Local currency,"2018","450000",Currency: VEN - Bolívar soberano (VES) | Central tendency measure: Minimum | Working time arrangement coverage: Full-time and part time workers,Repository: Media Reports
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: Local currency,"2019","11250000",Currency: VEN - Bolívar soberano (VES) | Central tendency measure: Minimum | Working time arrangement coverage: Full-time and part time workers,Repository: Media Reports
Venezuela,Statutory nominal gross monthly minimum wage,VEN - OE - Estimaciones Oficiales,Currency: Local currency,"2020","40000000",Currency: VEN - Bolívar soberano (VES) | Central tendency measure: Minimum | Working time arrangement coverage: Full-time and part time workers,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2010","1340000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage | Break in series: Change in definition or concept,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2010","204.77",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage | Break in series: Change in definition or concept,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2010","71.99",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage | Break in series: Change in definition or concept,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2011","1550000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2011","205.89",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2011","75.57",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2012","2000000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2012","264.31",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2012","96.02",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2013","2350000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2013","295.54",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2013","112.26",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2014","2700000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2014","336.94",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2014","127.67",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2015","3100000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2015","397.98",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2015","142.87",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2016","3500000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2016","453.59",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2016","159.56",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2017","3750000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2017","480.3",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2017","167.63",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2018","3980000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: 2017 PPP $,"2018","504.36",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2018","176.09",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2019","4180000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: U.S. dollars,"2019","181.34",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
Vietnam,Statutory nominal gross monthly minimum wage,VNM - ADM - Labour legislation,Currency: Local currency,"2020","4420000",Currency: VNM - Dông (VND) | Type of minimum wage: Regional minimum wage,Repository: Media Reports
South Africa,Statutory nominal gross monthly minimum wage,ZAF - ADM - Labour legislation,Currency: Local currency,"2010","1907.5",Currency: ZAF - Rand (ZAR) | Central tendency measure: Lowest occupational minimum wage | Working time arrangement coverage: Full-time equivalents,"Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Private and parastatals sector only | Economic activity coverage: Wholesale and retail only | Reference group coverage: Manual workers, shop assistants, and domestic helpers"
South Africa,Statutory nominal gross monthly minimum wage,ZAF - ADM - Labour legislation,Currency: 2017 PPP $,"2010","385.97",Currency: ZAF - Rand (ZAR) | Central tendency measure: Lowest occupational minimum wage | Working time arrangement coverage: Full-time equivalents,"Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Private and parastatals sector only | Economic activity coverage: Wholesale and retail only | Reference group coverage: Manual workers, shop assistants, and domestic helpers"
South Africa,Statutory nominal gross monthly minimum wage,ZAF - ADM - Labour legislation,Currency: U.S. dollars,"2010","260.54",Currency: ZAF - Rand (ZAR) | Central tendency measure: Lowest occupational minimum wage | Working time arrangement coverage: Full-time equivalents,"Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Private and parastatals sector only | Economic activity coverage: Wholesale and retail only | Reference group coverage: Manual workers, shop assistants, and domestic helpers"
South Africa,Statutory nominal gross monthly minimum wage,ZAF - ADM - Labour legislation,Currency: Local currency,"2011","1972.25",Currency: ZAF - Rand (ZAR) | Central tendency measure: Lowest occupational minimum wage | Working time arrangement coverage: Full-time equivalents,"Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Private and parastatals sector only | Economic activity coverage: Wholesale and retail only | Reference group coverage: Manual workers, shop assistants, and domestic helpers"
South Africa,Statutory nominal gross monthly minimum wage,ZAF - ADM - Labour legislation,Currency: 2017 PPP $,"2011","392.01",Currency: ZAF - Rand (ZAR) | Central tendency measure: Lowest occupational minimum wage | Working time arrangement coverage: Full-time equivalents,"Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Private and parastatals sector only | Economic activity coverage: Wholesale and retail only | Reference group coverage: Manual workers, shop assistants, and domestic helpers"
South Africa,Statutory nominal gross monthly minimum wage,ZAF - ADM - Labour legislation,Currency: U.S. dollars,"2011","271.62",Currency: ZAF - Rand (ZAR) | Central tendency measure: Lowest occupational minimum wage | Working time arrangement coverage: Full-time equivalents,"Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Private and parastatals sector only | Economic activity coverage: Wholesale and retail only | Reference group coverage: Manual workers, shop assistants, and domestic helpers"
South Africa,Statutory nominal gross monthly minimum wage,ZAF - ADM - Labour legislation,Currency: Local currency,"2012","2140.25",Currency: ZAF - Rand (ZAR) | Central tendency measure: Lowest occupational minimum wage | Working time arrangement coverage: Full-time equivalents,"Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Private and parastatals sector only | Economic activity coverage: Wholesale and retail only | Reference group coverage: Manual workers, shop assistants, and domestic helpers"
South Africa,Statutory nominal gross monthly minimum wage,ZAF - ADM - Labour legislation,Currency: 2017 PPP $,"2012","418.51",Currency: ZAF - Rand (ZAR) | Central tendency measure: Lowest occupational minimum wage | Working time arrangement coverage: Full-time equivalents,"Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Private and parastatals sector only | Economic activity coverage: Wholesale and retail only | Reference group coverage: Manual workers, shop assistants, and domestic helpers"
